lat	lon	title	icon	iconSize	iconOffset	description
26.52	-90.531	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42856	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42856' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42856</button></a><br/>26.52&deg;N -90.53&deg;E<br/>Provider: Petrobras</div>
28.634	-87.982	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42861	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42861' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42861</button></a><br/>28.63&deg;N -87.98&deg;E<br/>Provider: Shell Oil</div>
27.862	-90.539	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42862	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42862' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42862</button></a><br/>27.86&deg;N -90.54&deg;E<br/>Provider: Shell Oil</div>
27.589	-90.311	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42863	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42863' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42863</button></a><br/>27.59&deg;N -90.31&deg;E<br/>Provider: ENI Petroleum</div>
28.491	-88.997	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42866	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42866' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42866</button></a><br/>28.49&deg;N -89.00&deg;E<br/>Provider: ENI Petroleum</div>
27.317	-90.754	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42867	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42867' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42867</button></a><br/>27.32&deg;N -90.75&deg;E<br/>Provider: Chevron</div>
28.221	-88.533	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42868	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42868' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42868</button></a><br/>28.22&deg;N -88.53&deg;E<br/>Provider: BP Inc</div>
28.695	-87.931	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42869	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42869' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42869</button></a><br/>28.70&deg;N -87.93&deg;E<br/>Provider: ATP</div>
27.458	-90.867	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42870	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42870' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42870</button></a><br/>27.46&deg;N -90.87&deg;E<br/>Provider: Mariner Energy Inc. for MMS</div>
27.3	-90.086	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42871	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42871' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42871</button></a><br/>27.30&deg;N -90.09&deg;E<br/>Provider: BHP</div>
28.252	-89.622	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42873	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42873' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42873</button></a><br/>28.25&deg;N -89.62&deg;E<br/>Provider: ATP</div>
28.445	-89.044	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42875	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42875' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42875</button></a><br/>28.45&deg;N -89.04&deg;E<br/>Provider: LLOG</div>
27.676	-92.534	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42876	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42876' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42876</button></a><br/>27.68&deg;N -92.53&deg;E<br/>Provider: Newfield Exploration Company</div>
28.18	-89.29	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42877	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42877' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42877</button></a><br/>28.18&deg;N -89.29&deg;E<br/>Provider: Shell Oil</div>
27.726	-90.73	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42878	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42878' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42878</button></a><br/>27.73&deg;N -90.73&deg;E<br/>Provider: Marathon Oil</div>
27.554	-88.361	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42881	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42881' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42881</button></a><br/>27.55&deg;N -88.36&deg;E<br/>Provider: ENI Petroleum</div>
27.339	-94.47	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42882	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42882' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42882</button></a><br/>27.34&deg;N -94.47&deg;E<br/>Provider: Anadarko</div>
28.249	-88.828	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42885	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42885' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42885</button></a><br/>28.25&deg;N -88.83&deg;E<br/>Provider: BP Inc</div>
27.267	-90.809	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42886	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42886' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42886</button></a><br/>27.27&deg;N -90.81&deg;E<br/>Provider: Anadarko</div>
28.191	-88.496	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42887	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42887' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42887</button></a><br/>28.19&deg;N -88.50&deg;E<br/>Provider: BP Inc</div>
28.394	-89.465	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42889	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42889' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42889</button></a><br/>28.39&deg;N -89.47&deg;E<br/>Provider: Murphy</div>
27.625	-90.441	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42890	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42890' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42890</button></a><br/>27.62&deg;N -90.44&deg;E<br/>Provider: Murphy</div>
27.599	-92.298	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42892	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42892' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42892</button></a><br/>27.60&deg;N -92.30&deg;E<br/>Provider: Amerada Hess</div>
28.77	-88.834	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42894	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42894' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42894</button></a><br/>28.77&deg;N -88.83&deg;E<br/>Provider: LLOG</div>
27.327	-90.148	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42897	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42897' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42897</button></a><br/>27.33&deg;N -90.15&deg;E<br/>Provider: BHP</div>
27.066	-92.06	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42899	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42899' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42899</button></a><br/>27.07&deg;N -92.06&deg;E<br/>Provider: ExxonMobil</div>
28.36	-89.423	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42900	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42900' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42900</button></a><br/>28.36&deg;N -89.42&deg;E<br/>Provider: Walter Oil and Gas</div>
26.13	-94.9	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42902	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42902' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42902</button></a><br/>26.13&deg;N -94.90&deg;E<br/>Provider: Shell Oil</div>
28.085	-87.986	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42904	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42904' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42904</button></a><br/>28.09&deg;N -87.99&deg;E<br/>Provider: Anadarko</div>
27.396	-90.305	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42905	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42905' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42905</button></a><br/>27.40&deg;N -90.31&deg;E<br/>Provider: Anadarko</div>
26.679	-92.573	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42908	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42908' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42908</button></a><br/>26.68&deg;N -92.57&deg;E<br/>Provider: BP Inc</div>
26.157	-91.873	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42909	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42909' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42909</button></a><br/>26.16&deg;N -91.87&deg;E<br/>Provider: Anadarko</div>
27.378	-92.624	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42910	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42910' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42910</button></a><br/>27.38&deg;N -92.62&deg;E<br/>Provider: Shell Oil</div>
27.464	-92.433	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42911	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42911' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42911</button></a><br/>27.46&deg;N -92.43&deg;E<br/>Provider: Marathon Oil</div>
26.317	-91.086	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42912	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42912' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42912</button></a><br/>26.32&deg;N -91.09&deg;E<br/>Provider: Chevron</div>
27.631	-90.465	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42913	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42913' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42913</button></a><br/>27.63&deg;N -90.47&deg;E<br/>Provider: Walter Oil and Gas</div>
26.442	-91.19	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42914	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42914' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42914</button></a><br/>26.44&deg;N -91.19&deg;E<br/>Provider: Statoil Hydro</div>
25.975	-91.835	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42915	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42915' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42915</button></a><br/>25.98&deg;N -91.83&deg;E<br/>Provider: Maersk Drilling USA</div>
27.267	-90.033	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42916	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42916' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42916</button></a><br/>27.27&deg;N -90.03&deg;E<br/>Provider: BP Inc</div>
26.298	-91.093	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42917	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42917' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42917</button></a><br/>26.30&deg;N -91.09&deg;E<br/>Provider: Chevron</div>
26.094	-94.904	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42918	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42918' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42918</button></a><br/>26.09&deg;N -94.90&deg;E<br/>Provider: Shell Oil</div>
27.504	-90.532	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42919	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42919' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42919</button></a><br/>27.50&deg;N -90.53&deg;E<br/>Provider: Amerada Hess</div>
28.354	-87.82	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42921	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42921' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42921</button></a><br/>28.35&deg;N -87.82&deg;E<br/>Provider: ENI Petroleum</div>
28.445	-87.899	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42922	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42922' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42922</button></a><br/>28.45&deg;N -87.90&deg;E<br/>Provider: Shell Oil</div>
28.747	-89.361	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42923	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42923' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42923</button></a><br/>28.75&deg;N -89.36&deg;E<br/>Provider: LLOG</div>
27.08	-91.163	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42924	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42924' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42924</button></a><br/>27.08&deg;N -91.16&deg;E<br/>Provider: Cobalt Energy</div>
26.736	-90.492	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42925	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42925' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42925</button></a><br/>26.74&deg;N -90.49&deg;E<br/>Provider: Petrobras</div>
26.273	-92.367	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42926	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42926' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42926</button></a><br/>26.27&deg;N -92.37&deg;E<br/>Provider: Chevron</div>
27.555	-90.07	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42927	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42927' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42927</button></a><br/>27.55&deg;N -90.07&deg;E<br/>Provider: Shell Oil</div>
27.224	-90.97	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42928	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42928' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42928</button></a><br/>27.22&deg;N -90.97&deg;E<br/>Provider: Anadarko</div>
26.846	-91.438	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42929	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42929' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42929</button></a><br/>26.85&deg;N -91.44&deg;E<br/>Provider: Chevron</div>
26.519	-90.951	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 42930	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=42930' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 42930</button></a><br/>26.52&deg;N -90.95&deg;E<br/>Provider: ConocoPhillips</div>
30.0	-90.0	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 48911	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=48911' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 48911</button></a><br/>30.00&deg;N -90.00&deg;E<br/>Provider: Shell Oil</div>
30.0	-90.0	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 58904	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=58904' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 58904</button></a><br/>30.00&deg;N -90.00&deg;E<br/>Provider: University of Washington - APL</div>
30.0	-90.0	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - 58906	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=58906' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - 58906</button></a><br/>30.00&deg;N -90.00&deg;E<br/>Provider: University of Washington - APL</div>
29.45	-91.338	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - AMRL1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=amrl1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - AMRL1</button></a><br/>29.45&deg;N -91.34&deg;E<br/>Provider: NOS</div>
29.727	-84.982	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - APCF1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=apcf1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - APCF1</button></a><br/>29.73&deg;N -84.98&deg;E<br/>Provider: NOS</div>
29.786	-84.875	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - APQF1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=apqf1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - APQF1</button></a><br/>29.79&deg;N -84.88&deg;E<br/>Provider: National Estuarine Research Reserve System</div>
29.791	-84.883	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - APXF1	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=apxf1' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - APXF1</button></a><br/>29.79&deg;N -84.88&deg;E<br/>Provider: National Estuarine Research Reserve System</div>
27.301	-97.416	<img src='/static/datafactory/img/transmit.png' style='padding-right: 5px' alt='view a station'/>NDBC - BABT2	http://labs.google.com/ridefinder/images/mm_20_purple.png	12,20	-10,-25	<div class='well' style='font-size: 11px; padding:5px;'><a href='http://www.ndbc.noaa.gov/station_page.php?station=babt2' target='_blank'><button class='btn btn-info' style='font-size: 11px;'>NDBC - BABT2</button></a><br/>27.30&deg;N -97.42&deg;E<br/>Provider: TCOON</div>
